58280.15128864614 2.571e-05 2.372975e+00 8.035e-03 0
58280.15131568645 2.819e-05 2.374388e+00 7.611e-03 0
58280.15134396368 2.819e-05 2.385018e+00 7.604e-03 0
58280.15137224091 2.819e-05 2.368546e+00 7.410e-03 0
58280.15140051815 2.819e-05 2.380245e+00 7.581e-03 0
58280.15142879538 2.819e-05 2.379372e+00 7.178e-03 0
58280.15145707261 2.819e-05 2.357797e+00 6.756e-03 32
58280.15148534985 2.819e-05 2.364340e+00 6.872e-03 32
58280.15151362708 2.819e-05 2.378553e+00 6.933e-03 48
58280.15154190432 2.819e-05 2.366424e+00 6.956e-03 0
58280.15157018155 2.819e-05 2.375612e+00 7.918e-03 0
58280.15159845879 2.819e-05 2.378149e+00 7.932e-03 0
58280.15162673602 2.819e-05 2.384661e+00 7.855e-03 0
58280.15165501326 2.819e-05 2.390394e+00 7.309e-03 0
58280.15168329049 2.819e-05 2.385950e+00 7.772e-03 0
58280.15171156773 2.819e-05 2.383613e+00 7.904e-03 0
58280.15173984496 2.819e-05 2.367843e+00 8.438e-03 0
58280.1517681222 2.819e-05 2.371103e+00 8.032e-03 0
58280.15179639943 2.819e-05 2.373617e+00 8.304e-03 0
58280.15182467666 2.819e-05 2.384135e+00 8.322e-03 0
58280.1518529539 2.819e-05 2.371901e+00 7.105e-03 32
58280.15188123113 2.819e-05 2.363511e+00 7.513e-03 0
58280.15190950836 2.819e-05 2.369049e+00 7.782e-03 0
58280.1519377856 2.819e-05 2.383329e+00 7.747e-03 0
58280.15196606283 2.819e-05 2.362961e+00 7.328e-03 0
58280.15199434007 2.819e-05 2.371332e+00 7.267e-03 0
58280.1520226173 2.819e-05 2.380010e+00 7.165e-03 0
58280.15205089454 2.819e-05 2.385953e+00 6.957e-03 32
58280.15207917177 2.819e-05 2.373588e+00 6.843e-03 32
58280.15210744901 2.819e-05 2.365841e+00 6.890e-03 48
58280.15213572624 2.819e-05 2.381841e+00 7.081e-03 32
58280.15216400348 2.819e-05 2.378374e+00 7.118e-03 32
58280.15219228071 2.819e-05 2.354510e+00 7.100e-03 0
58280.15222055795 2.819e-05 2.362601e+00 7.107e-03 0
58280.15224883518 2.819e-05 2.364950e+00 7.211e-03 0
58280.15227711241 2.819e-05 2.364171e+00 7.735e-03 0
58280.15230538965 2.819e-05 2.380464e+00 8.358e-03 0
58280.15233366688 2.819e-05 2.371828e+00 8.069e-03 0
58280.15236194411 2.819e-05 2.377903e+00 7.720e-03 0
58280.15239022135 2.819e-05 2.386186e+00 7.058e-03 32
58280.15241849858 2.819e-05 2.378581e+00 7.210e-03 0
58280.15244677582 2.819e-05 2.368316e+00 7.064e-03 32
58280.15247505305 2.819e-05 2.372160e+00 7.402e-03 0
58280.15250333029 2.819e-05 2.366987e+00 7.315e-03 0
58280.15253160752 2.819e-05 2.376893e+00 7.313e-03 0
