ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
283.0050498,62.0343776,0.5716,0.5603,-0.1932,15.666,0.172,6.3,7.864E-01,15.289,null,0.4,4.896E-01,1,0,0000,BU,10,59149.84043400,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.583804,235.327473
283.0048331,62.0345462,0.5705,0.5452,-0.1536,15.830,0.167,6.5,8.709E-01,15.174,null,1.0,4.957E-01,1,0,0000,BU,10,58420.90334024,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.584319,242.603869
283.0053326,62.0342097,0.6052,0.6062,-0.2298,15.826,0.181,6.0,7.185E-01,15.192,null,1.0,9.753E-01,1,0,0000,BU,5,56799.73334400,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.588175,227.420874
283.0055472,62.0341057,0.5734,0.5748,-0.2315,15.917,0.188,5.8,1.293E+00,14.741,null,1.9,1.025E+00,1,0,0000,BU,10,59149.31732950,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.599023,222.083572
283.0054488,62.0341467,0.6010,0.5720,-0.2281,15.925,0.190,5.7,8.169E-01,15.650,0.517,2.1,6.076E-01,1,0,0000,BC,10,58060.95581104,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.605213,224.355591
283.0049994,62.0344019,0.6354,0.8061,-0.2945,15.729,0.216,5.0,4.294E-01,15.135,null,1.3,7.126E-01,1,0,0000,BU,10,57887.27026956,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.605300,236.557744
283.0053317,62.0342026,0.5067,0.4673,-0.1987,15.719,0.170,6.4,6.790E-01,14.775,null,1.0,3.681E-01,1,0,0000,BU,10,58419.07120196,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.606617,227.239050
283.0056338,62.0340636,0.4138,0.4014,-0.1689,15.417,0.131,8.3,6.091E-01,14.844,null,1.8,8.723E-01,1,0,0000,BU,5,58982.63270448,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.617458,219.940331
283.0046161,62.0347597,0.9028,0.8381,-0.3318,16.355,0.281,3.9,7.986E-01,15.372,0.522,2.1,8.036E-01,1,0,0000,BC,5,57890.15103568,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.620655,251.311886
283.0048260,62.0345261,0.7589,0.6035,-0.2393,16.026,0.255,4.3,8.398E-01,15.461,0.459,2.4,1.034E+00,1,0,0000,BC,10,58782.81571303,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.628566,242.006046
283.0053150,62.0342011,0.7545,0.6779,0.2765,16.106,0.248,4.4,7.572E-01,15.300,0.395,2.7,1.800E-01,1,0,0000,BC,5,56802.49708131,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.631003,227.393483
283.0050068,62.0343837,0.6244,0.5407,0.1884,15.781,0.170,6.4,1.070E+00,15.330,null,0.4,4.765E-01,1,0,0000,BU,10,59153.24086501,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.631323,235.931430
283.0047050,62.0346403,0.5892,0.4746,0.0424,15.689,0.162,6.7,1.506E+00,15.326,0.464,2.3,5.610E-01,1,0,0000,BC,10,58786.74065176,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.634661,246.677491
283.0054052,62.0341515,0.9434,1.0153,0.3278,16.238,0.356,3.0,1.458E+00,14.880,null,1.8,6.626E-01,1,0,0000,CU,10,58061.74148690,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.644684,225.012449
283.0052055,62.0342525,0.8310,0.6331,-0.4586,15.803,0.214,5.1,1.105E+00,15.643,0.510,2.1,9.045E-01,1,0,0000,BC,10,57522.69260086,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.647836,230.045602
283.0055956,62.0340660,0.5747,0.4542,-0.2160,15.893,0.184,5.9,6.727E-01,14.728,0.233,4.7,9.548E-01,1,0,0000,BB,10,56980.02312659,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.652501,220.497768
283.0050031,62.0343756,0.7164,0.6240,-0.2452,16.030,0.209,5.2,1.102E+00,15.157,null,0.5,1.181E+00,1,0,0000,BU,5,57527.93433644,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.652870,235.722074
283.0060608,62.0339080,0.6718,0.5027,-0.1195,15.800,0.190,5.7,1.073E+00,14.956,null,1.8,1.035E+00,1,0,0000,BU,10,56975.02689030,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.658213,210.661601
283.0052627,62.0342158,0.8261,0.6794,-0.3918,15.660,0.287,3.8,6.403E-01,15.408,0.435,2.5,6.129E-01,1,0,0000,BC,10,57339.73743944,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.661020,228.392709
283.0085811,62.0367862,2.0947,1.1263,-1.0548,16.992,null,0.3,6.999E-01,14.546,0.459,2.4,6.717E-01,1,0,0000,UC,10,57889.36536021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.662359,13.993055
283.0050104,62.0343618,0.5368,0.5165,-0.2487,15.624,0.240,4.5,6.190E-01,14.758,null,1.8,5.171E-01,1,0,0000,BU,10,58421.29605028,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.670873,235.237186
283.0048211,62.0345031,0.7198,0.6688,0.1754,16.051,0.218,5.0,8.218E-01,14.630,null,1.8,7.077E-01,1,0,0000,BU,10,56980.41761991,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.675160,241.307117
283.0067092,62.0337641,0.6799,0.5706,0.1061,15.752,0.219,4.9,1.225E+00,14.828,null,1.4,6.447E-01,1,0,0000,BU,10,58257.37953016,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.675197,198.394656
283.0049709,62.0343867,0.6822,0.6223,-0.2018,16.010,0.211,5.1,8.627E-01,15.500,0.498,2.2,3.802E-01,1,0,0000,BC,10,56798.68052006,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.675637,236.364499
283.0051724,62.0342591,0.5871,0.4703,-0.1581,15.722,0.163,6.6,7.563E-01,15.239,null,0.8,7.950E-01,1,0,0000,BU,5,56801.97066750,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.675669,230.591738
283.0049235,62.0344198,0.5622,0.5247,-0.1172,15.881,0.170,6.4,1.081E+00,15.084,null,0.5,5.327E-01,1,0,0000,BU,10,59152.58698506,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.678065,237.813013
283.0055472,62.0340745,0.7543,0.6747,0.1586,15.920,0.264,4.1,1.576E+00,15.195,0.507,2.1,8.465E-01,1,0,0000,BC,10,58621.17834135,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.682884,221.324609
283.0055459,62.0340714,0.5101,0.4034,-0.0517,15.484,0.170,6.4,7.682E-01,15.517,0.536,2.0,5.624E-01,1,0,0000,BC,10,58985.90273598,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.692718,221.267032
283.0060070,62.0339116,0.5905,0.5072,0.0595,15.738,0.197,5.5,1.397E+00,15.090,null,0.9,4.574E-01,1,0,0000,BU,10,57525.83772193,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.694011,211.514307
283.0052540,62.0342057,0.6457,0.6197,-0.3368,15.770,0.263,4.1,7.837E-01,15.720,null,-0.5,4.576E-01,1,0,0000,BU,10,57339.08164726,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.696173,228.217359
283.0051272,62.0342761,0.7061,0.6281,0.0937,16.003,0.206,5.3,8.726E-01,15.398,0.431,2.5,4.807E-01,1,0,0000,BC,10,57159.27282395,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.696574,231.554620
283.0049396,62.0343977,0.6226,0.5920,-0.2035,15.834,0.224,4.8,1.262E+00,14.750,0.348,3.1,1.093E+00,1,0,0000,BB,5,56799.86501118,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.698033,236.990354
283.0062958,62.0338360,0.7071,0.6189,-0.2279,16.056,0.289,3.8,6.084E-01,14.536,0.278,3.9,9.112E-01,1,0,0000,BB,10,57337.63877723,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.698569,205.895856
283.0053556,62.0341527,0.6377,0.5116,-0.1134,15.812,0.181,6.0,1.014E+00,15.182,0.367,3.0,8.142E-01,1,0,0000,BC,10,58253.84590148,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.701191,225.638102
283.0056852,62.0340140,0.4942,0.4276,-0.1125,15.659,0.146,7.4,3.808E-01,14.851,null,0.7,7.949E-01,1,0,0000,BU,10,57163.07882624,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.701539,218.119498
283.0057440,62.0339926,0.4876,0.4083,-0.1805,15.520,0.143,7.6,8.773E-01,15.232,null,1.0,7.941E-01,1,0,0000,BU,5,57887.27014225,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.702259,216.856848
283.0052529,62.0341979,0.6174,0.6872,-0.0473,15.536,0.246,4.4,4.923E-01,14.678,null,1.4,6.820E-01,1,0,0000,BU,10,58054.80220345,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.716302,228.019896
283.0050913,62.0342880,0.6545,0.6134,0.1065,15.992,0.194,5.6,5.109E-01,14.798,null,1.2,7.159E-01,1,0,0000,BU,10,56977.91950192,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.717845,232.268462
283.0054763,62.0340909,0.7675,0.7228,-0.3650,15.916,0.258,4.2,8.914E-01,14.940,null,0.7,6.766E-01,1,0,0000,BU,10,58055.19504111,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.719031,222.615840
283.0048280,62.0344723,0.4969,0.4328,-0.1009,15.476,0.142,7.7,6.320E-01,15.219,0.504,2.2,7.832E-01,1,0,0000,BC,10,57337.90109405,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.719107,240.276626
283.0051051,62.0342761,0.7204,0.6970,-0.2855,16.293,0.273,4.0,5.016E-01,14.896,0.364,3.0,5.427E-01,1,0,0000,BC,10,56978.05104215,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.725841,231.786760
283.0048427,62.0344518,0.9043,0.7106,-0.3281,16.099,0.258,4.2,5.758E-01,14.959,null,1.4,5.384E-01,1,0,0000,BU,10,56798.15410584,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.734659,239.513344
283.0053622,62.0341349,0.6983,0.5703,0.2621,15.592,0.225,4.8,9.839E-01,15.132,null,0.3,4.901E-01,1,0,0000,BU,10,58420.37985405,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.738281,225.102884
283.0058074,62.0339547,0.8186,0.7235,0.2586,15.823,0.248,4.4,6.961E-01,14.699,null,1.9,3.276E-01,1,0,0000,BU,10,57526.36184509,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.749675,215.187681
283.0054410,62.0340921,0.8083,0.6826,-0.4436,16.014,0.250,4.3,7.924E-01,15.593,0.468,2.3,8.668E-01,1,0,0000,BC,10,58417.63151958,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.756390,223.081485
283.0056147,62.0340191,0.6137,0.5619,-0.1475,15.881,0.178,6.1,5.704E-01,15.342,null,0.0,3.632E-01,1,0,0000,BU,10,56978.57694829,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.761519,219.163443
283.0054429,62.0340871,0.6467,0.6960,-0.3806,15.594,0.276,3.9,8.107E-01,14.990,null,1.4,5.142E-01,1,0,0000,BU,10,57527.80330567,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.767365,222.936074
283.0047163,62.0345416,0.5048,0.4933,-0.1801,15.671,0.156,7.0,1.125E+00,15.212,null,-0.5,4.966E-01,1,0,0000,BU,5,57894.60315130,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.767502,243.359250
283.0051202,62.0342486,0.7326,0.6237,-0.1498,15.927,0.217,5.0,1.276E+00,15.185,0.494,2.2,4.240E-01,1,0,0000,BC,5,57160.19143939,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.767814,230.857392
283.0053156,62.0341454,0.6727,0.5706,0.0777,15.935,0.207,5.2,8.149E-01,15.273,0.415,2.6,6.236E-01,1,0,0000,BC,10,57523.34788207,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.767912,225.920502
283.0058949,62.0339199,0.7123,0.5910,-0.1529,15.923,0.225,4.8,6.942E-01,14.780,0.302,3.6,3.829E-01,1,0,0000,BB,10,58062.00329378,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.770170,213.271706
283.0045615,62.0347036,0.7202,0.6057,-0.1385,15.998,0.261,4.2,1.548E+00,15.009,0.401,2.7,1.279E+00,1,0,0000,BC,10,57160.71645336,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.774955,249.706683
283.0053674,62.0341170,0.7270,0.6869,-0.1640,15.942,0.219,5.0,9.177E-01,15.322,null,0.9,6.381E-01,1,0,0000,BU,5,56798.81218729,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.777781,224.588777
283.0046976,62.0345501,0.7744,0.7236,-0.3348,15.909,0.300,3.6,6.615E-01,15.094,null,1.1,1.185E+00,1,0,0000,BU,10,58783.46984786,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.782146,243.770554
283.0057770,62.0339518,0.5499,0.4998,-0.0522,15.661,0.156,7.0,1.080E+00,14.769,null,1.8,6.820E-01,1,0,0000,BU,10,58255.15468094,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.787892,215.543350
283.0055328,62.0340409,0.7355,0.6540,-0.2687,16.086,0.225,4.8,1.145E+00,15.480,0.492,2.2,6.101E-01,1,0,0000,BC,10,57524.65831705,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.790106,220.714912
283.0061361,62.0338427,1.0400,0.8191,-0.2622,16.464,0.337,3.2,1.340E+00,14.719,0.380,2.9,9.624E-01,1,0,0000,BC,0,58620.13162404,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.800136,208.396599
283.0052711,62.0341532,0.5796,0.5340,0.1694,15.688,0.182,6.0,1.086E+00,15.161,0.339,3.2,8.730E-01,1,0,0000,BB,10,57528.19639786,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.802795,226.635725
283.0047289,62.0345072,0.4713,0.4717,-0.0518,15.283,0.179,6.1,6.933E-01,15.298,null,0.5,5.629E-01,1,0,0000,BU,10,57338.29456932,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.805269,242.172553
283.0062466,62.0338137,0.6588,0.5903,-0.1865,16.043,0.200,5.4,6.701E-01,14.694,null,1.7,9.595E-01,1,0,0000,BU,10,59152.19452916,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.807198,206.287174
283.0054312,62.0340747,1.2655,1.2425,-0.0896,16.506,0.374,2.9,4.511E-01,15.218,null,0.1,7.706E-01,1,0,0000,CU,10,56976.34178324,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.813524,222.778920
283.0056409,62.0339895,0.9129,0.7621,-0.2712,15.739,0.252,4.3,9.439E-01,14.977,null,1.4,1.044E+00,1,0,0000,BU,5,58622.35570804,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.817097,218.162786
283.0055792,62.0340122,0.5535,0.4492,-0.1841,15.725,0.168,6.5,1.137E+00,14.955,0.313,3.5,7.469E-01,1,0,0000,BB,5,58622.74829067,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.818707,219.466553
283.0045780,62.0346495,0.6393,0.5503,-0.2123,15.841,0.185,5.9,5.564E-01,14.938,null,1.5,1.035E+00,1,0,0000,BU,10,57336.19603461,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.819565,247.812779
283.0054345,62.0340655,0.6222,0.5432,0.1121,15.792,0.171,6.3,8.170E-01,15.305,null,0.9,7.153E-01,1,0,0000,BU,10,57160.06028145,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.834111,222.517857
283.0049985,62.0342860,0.5940,0.5534,-0.2028,15.735,0.177,6.1,6.330E-01,15.382,0.446,2.4,7.710E-01,1,0,0000,BC,10,57890.80567977,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.846847,233.152247
283.0048216,62.0344068,0.8223,0.7034,-0.2974,15.792,0.195,5.6,5.876E-01,15.219,null,1.0,3.845E-01,1,0,0000,BU,10,57335.40895059,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.848812,238.322770
283.0052910,62.0341229,0.5605,0.5058,-0.2810,15.626,0.167,6.5,4.564E-01,15.176,0.340,3.2,5.252E-01,1,0,0000,BB,10,58059.64652216,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.854169,225.633788
283.0051872,62.0341712,0.5218,0.4495,-0.2354,15.538,0.161,6.8,5.142E-01,15.096,0.372,2.9,4.076E-01,1,0,0000,BC,10,57694.39829031,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.863046,228.046674
283.0048804,62.0343536,0.6084,0.6752,0.2630,15.729,0.246,4.4,7.623E-01,15.228,null,1.3,8.543E-01,1,0,0000,BU,10,58060.17026323,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.868862,236.222209
283.0043287,62.0350283,0.4994,0.4350,-0.0414,15.655,0.144,7.5,1.630E+00,14.778,null,1.0,5.211E-01,1,0,0000,BU,0,56796.57486256,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.868999,261.830803
283.0053900,62.0340695,0.5434,0.5689,-0.2721,15.825,0.172,6.3,1.182E+00,15.099,null,0.9,2.827E-01,1,0,0000,BU,10,58257.24875404,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.874626,223.152851
283.0045299,62.0346629,0.5993,0.4922,-0.2216,15.716,0.165,6.6,1.187E+00,14.435,null,1.8,3.461E-01,1,0,0000,BU,10,58988.51850963,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.877016,248.547252
283.0052264,62.0341424,0.6814,0.6114,-0.1374,15.952,0.202,5.4,1.212E+00,14.770,null,1.9,4.760E-01,1,0,0000,BU,5,56795.52203409,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.884399,226.865054
283.0050689,62.0342262,0.8483,0.6198,0.2602,15.845,0.208,5.2,6.663E-01,15.183,null,1.3,6.731E-01,1,0,0000,BU,10,57698.85258615,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.885893,230.780798
283.0047148,62.0344629,0.6088,0.5834,0.1292,15.822,0.186,5.8,1.244E+00,14.969,null,0.6,6.104E-01,1,0,0000,BU,10,57894.86508541,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.902203,240.911239
283.0061831,62.0337968,0.6624,0.5717,-0.2357,15.746,0.254,4.3,8.357E-01,14.497,null,1.4,2.504E-01,1,0,0000,BU,10,57525.96875272,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.909626,206.957855
283.0049547,62.0342832,0.5895,0.5668,-0.2537,15.779,0.211,5.2,6.856E-01,14.811,null,1.8,6.378E-01,1,0,0000,BU,10,58419.85636801,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.912173,233.503838
283.0047738,62.0344092,0.5755,0.4960,0.0476,15.773,0.168,6.5,7.450E-01,15.189,null,1.4,9.292E-01,1,0,0000,BU,10,56979.76017353,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.913155,238.804653
283.0099876,62.0365335,1.0337,0.7428,-0.2525,16.086,0.366,3.0,8.850E-01,15.177,null,-0.9,7.279E-01,1,0,0000,CU,5,57893.29373568,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.918841,39.232290
283.0058597,62.0338786,0.9205,0.7795,0.1923,16.219,0.266,4.1,6.839E-01,15.535,0.533,2.0,7.360E-01,1,0,0000,BC,10,56795.12715975,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.927166,212.963546
283.0052707,62.0341036,0.6949,0.6426,-0.0731,15.874,0.255,4.3,6.334E-01,15.075,0.521,2.1,2.047E-01,1,0,0000,BC,10,57695.83937838,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.927308,225.385322
283.0050147,62.0342394,0.5625,0.4942,-0.2615,15.828,0.170,6.4,1.251E+00,15.083,null,0.6,5.789E-01,1,0,0000,BU,10,58057.28987781,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.927487,231.695944
283.0048916,62.0343169,0.4655,0.4186,-0.1136,15.509,0.131,8.3,5.741E-01,15.457,null,-0.1,6.964E-01,1,0,0000,BU,10,58060.82490765,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.927828,235.059094
283.0050193,62.0342332,0.5905,0.5115,-0.3214,15.648,0.177,6.1,8.073E-01,15.137,null,1.4,5.611E-01,1,0,0000,BU,5,57892.37715693,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.935270,231.480398
283.0049538,62.0342690,0.4750,0.4527,-0.1950,15.766,0.152,7.2,1.297E+00,15.020,null,1.5,8.654E-01,1,0,0000,BU,10,57160.45401000,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.943937,233.116428
283.0049297,62.0342835,0.5853,0.5203,-0.1898,15.804,0.171,6.3,7.264E-01,14.972,null,1.6,3.786E-01,1,0,0000,BU,5,57524.00303593,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.945515,233.754125
283.0053876,62.0340436,0.8650,0.7284,-0.3162,15.826,0.344,3.2,6.482E-01,14.976,null,1.3,4.812E-01,1,0,0000,BU,10,57696.23234454,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.945733,222.566821
283.0050621,62.0342035,0.5543,0.5028,-0.2212,15.721,0.204,5.3,4.779E-01,15.050,null,1.5,6.392E-01,1,0,0000,BU,10,57162.42265410,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.946723,230.240756
283.0053281,62.0340688,0.7895,0.6830,-0.0451,16.106,0.216,5.0,1.430E+00,15.295,null,0.3,8.416E-01,1,0,0000,BU,10,58421.55772966,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.948401,223.870611
283.0051475,62.0341551,0.4871,0.4548,-0.1542,15.970,0.201,5.4,5.233E-01,14.106,0.268,4.0,8.647E-01,1,0,0000,BB,10,58989.95717200,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.951638,228.063087
283.0048528,62.0343306,0.9821,0.8446,0.1574,16.336,0.285,3.8,6.814E-01,14.646,null,1.9,7.588E-01,1,0,0000,BU,10,57887.40117293,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.953782,235.809222
283.0049353,62.0342737,0.6368,0.5774,-0.1374,15.940,0.185,5.9,5.884E-01,14.819,null,1.5,5.347E-01,1,0,0000,BU,10,58420.51075743,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.958849,233.426801
283.0051999,62.0341253,0.5572,0.4542,0.0988,15.637,0.153,7.1,8.969E-01,14.958,null,2.0,3.419E-01,1,0,0000,BU,10,58422.21211910,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.959154,226.727252
283.0045508,62.0345758,0.5353,0.5389,-0.1973,15.795,0.180,6.0,1.208E+00,15.076,0.458,2.4,9.659E-01,1,0,0000,BC,10,57888.84161936,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.966659,245.619698
283.0052669,62.0340883,0.8019,0.7848,-0.2213,16.227,0.269,4.0,4.264E-01,15.303,0.347,3.1,6.447E-01,1,0,0000,BB,10,57701.60372588,2842162001351037517,15.946,0.034,15.633,0.066,13.287,null,9.573,null,null,null,null,null,null,null,null,5.970662,225.052320
